1981-20120706-rxa/wav/ru_0013,небольшая дверца в нём была приотворена sil на пороге сидел на корточках рабочий sil и размешивал в ведёрке кирпично-красный сурик sil,sil N0 I B A L0 SH A0 J0 A D V0 E0 R TS A V N0 O0 M B Y L A0 P R0 I A T V O0 R0 I N A sil N A P A R O0 G0 I S0 I D0 E0 L N A K O0 R T A TSH0 K A KH R A B O0 TSH0 I J0 sil I R A Z M0 E0 SH Y V A L V0l I D0 O0 R K0 I K0 I R P0 I0 TSH0 N A K R A0 S N Y J0 S U0 R0 I K sil
1981-20120706-rya/wav/ru_0003,со спокойным мужеством скайлс ожидал всего в этом безумном городе sil,sil S A S P A K O0 J0 N Y Ml U0 ZH Y S T V A M S K A0 J0 L S A ZH Y D A0 L F S0 I V O0 V E0 T A M B0 I Z U0 M N A M G O0 R A D0 I sil
1981-20120706-rya/wav/ru_0004,окна многоэтажных домов sil иные разбитые sil иные заколоченные досками sil казались нежилыми sil ни одна голова не выглядывала на улицу sil,sil O0 K N A M N A G A Y T A0 ZH N Y GH D A M O0 F sil I N Y0 J0 I R A Z B0 I0 T Y J0 I sil I N Y0 J0 I Z A K A L O0 TSH0 I Nl Y J0 I D O0 S K A M0 I sil K A Z A0 L0 I S0 N0 I ZH Y L Y0 M0 I sil N0 I A D N A0 G A L A V A0 N0 I V Y G L0 A0 D Y V A L A N A U0 L0 I TS U sil
1981-20120706-rya/wav/ru_0005,в это время sil перед объявлением sil остановился рослый sil широкоплечий человек sil без шапки sil по одежде солдат sil в рубахе без пояса sil в обмотках sil,sil V E0 T A V R0 E0 M0 A sil P0 E0 R0 I T A B J0 I V L0 E0 N0 I J0 I M sil A S T A N A V0 I0 L S0 A R O0 S L Y J0 sil SH Y R A K A P L0 E0 TSH0 I J0 TSH0 I L A V0 E0 K sil B0 I S SH A0 P K0 I sil P Al D0 E0 ZH D0 I S A L D A0 T sil V R U B A0 KH0 I B0 I S P O0 J0 I S A sil V A B M O0 T K A KH sil
1981-20120706-rya/wav/ru_0006,глаза ленивые sil серо-карие sil и так же как у той женщины sil с искоркой sil,sil G L A Z A0 L0 I N0 I0 V Y J0 I sil S0 E0 R A K A0 R0 I J0 I sil I T A0 G ZH Y K A0 K U T O0 J0 ZH E0 N0 SH0 I N Y sil S Y0 S K A R K A J0 sil
1981-20120706-rya/wav/ru_0008,скайльс sil тоже теперь прищурясь sil оглянул солдата sil вспыхнул гневно sil и пошёл по направлению к неве sil шагал уверенно sil и широко sil,sil S K A0 J0 L0 S sil T O0 ZH Y T0 I P0 E0 R0 P R0 I SH0 U0 R0 I S0 sil A G L0 I N U0 L S A L D A0 T A sil F S P Y0 KH N U L G N0 E0 V N A sil I P A SH O0 L P A N A P R A V L0 E0 N0 I J0 U K N0 I V0 E0 sil SH A G A0 L U V0 E0 R0 I Nl A sil I SH Y0 R A K A sil
1981-20120706-rya/wav/ru_0009,на куче песку sil один во всём сквере sil видимо уже давно sil сидел маленький мальчик sil в грязной рубашке sil горошком sil и без штанов sil,sil N A K U0 TSH0 I P0 I S K U0 sil A D0 I0 N V A F S0 O0 M S K V0 E0 R0 I sil V0 I0 D0 I M A U0 ZH Y D A V N O0 sil S0 I D0 E0 L M A0 L0 I N0 K0 I J0 M A0 L0 TSH0 I K sil V G R0 A0 Z N A J0 R U B A0 SH K0 I sil G A R O0 SH K A M sil I B0 I S SH T A N O0 F sil
1981-20120706-rya/wav/ru_0010,в руке он держал конец верёвочки sil к другому концу верёвочки sil была привязана за ногу старая sil взлохмаченная ворона sil,sil V R U K0 E0 O0 N D0 I R ZH A0 L K A N0 E0 TS V0 I R0 O0 V A TSH0 K0 I sil G D R U G O0 M U K A N TS U0 V0 I R0 O0 V A TSH0 K0 I sil B Y L A0 P R0 I V0 A0 Z A N A Z A N O0 G U S T A0 R A J0 A sil V Z L A KH M A0 TSH0 I Nl A J0 A V A R O0 N A sil
1981-20120706-rya/wav/ru_0011,мальчик sil ворона sil пустые дома sil пустынные улицы sil странные взгляды прохожих sil и приколоченное гвоздиками объявление sil кто-то зовёт лететь из этого города sil в звёздную пустыню sil,sil M A0 L0 TSH0 I K sil V A R O0 N A sil P U S T Y0 J0 I D A M A0 sil P U S T Y0 Nl Y J0 I U0 L0 I TS Y sil S T R A0 Nl Y J0 I V Z G L0 A0 D Y P R A KH O0 ZH Y KH sil I P R0 I K A L O0 TSH0 I Nl A J0 I G V O0 Z0 D0 I K A M0 I A B J0 I V L0 E0 N0 I J0 I sil K T O0 T A Z A V0 O0 T L0 I T0 E0 T0 I Z E0 T A V A G O0 R A D A sil V Z V0 O0 Z N U J0 U P U S T Y0 N0 U sil
1981-20120706-rya/wav/ru_0012,развернул план петербурга sil и водя по нему концом трубки sil отыскал ждановскую набережную sil,sil R A Z V0 I R N U0 L P L A0 N P0 I T0 I R B U0 R G A sil I V A D0 A0 P A N0 I M U0 K A N TS O0 M T R U0 P K0 I sil A T Y S K A0 L ZH D A0 N A F S K U J0 U N A0 B0 I R0 I ZH N U J0 U sil
1981-20120706-rya/wav/ru_0013,небольшая дверца в нём была приотворена sil на пороге сидел на корточках рабочий sil и размешивал в ведёрке кирпично-красный сурик sil,sil N0 I B A L0 SH A0 J0 A D V0 E0 R TS A V N0 O0 M B Y L A0 P R0 I A T V O0 R0 I N A sil N A P A R O0 G0 I S0 I D0 E0 L N A K O0 R T A TSH0 K A KH R A B O0 TSH0 I J0 sil I R A Z M0 E0 SH Y V A L V0l I D0 O0 R K0 I K0 I R P0 I0 TSH0 N A K R A0 S N Y J0 S U0 R0 I K sil
1981-20120706-vmc/wav/ru_0073,в один sil из глазков sil входил прямой sil ослепительный луч солнца sil,sil V A D0 I0 N sil I Z G L A S K O0 F sil F KH A D0 I0 L P R0 I M O0 J0 sil A S L0 I P0 I0 T0 I L0 N Y J0 L U0 TSH0 S O0 N TS A sil
1981-20120706-vmc/wav/ru_0074,лось с трудом оторвался от этого зрелища sil живоносного огня вселенной sil,sil L O0 Sl T R U D O0 M A T A R V A0 L S0 Al T E0 T A V A Z R0 E0 L0 I SH0 A sil ZH Y V A N O0 S N A V Al G N0 A0 F S0 I L0 E0 Nl A J0 sil
1981-20120706-vmc/wav/ru_0075,теперь уже ясно можно было видеть резкие длинные тени от скал sil они тянулись через оголённую ледяную равнину sil,sil T0 I P0 E0 R0 U0 ZH Y J0 A0 S N A M O0 ZH N A B Y0 L A V0 I0 D0 I T0 R0 E0 S K0 I J0 I D L0 I0 Nl Y J0 I T0 E0 N0 I A TS K A0 L sil A N0 I0 T0 I N U0 L0 I S0 TSH0 I R0 I Z A G A L0 O0 Nl U J0 U L0 I D0 I N U0 J0 U R A V N0 I0 N U sil
1981-20120706-vmc/wav/ru_0076,несколько линий sil точек и полукружий разбросано к западу и востоку от этой sil экваториальной группы sil,sil N0 E0 S K A L0 K A L0 I0 N0 I J0 sil T O0 TSH0 I K Y P A L U K R U0 ZH Y J0 R A Z B R O0 S A N A G Z A0 P A D U I V A S T O0 K U A T E0 T A J0 sil Y K V A T A R0 I A0 L0 N A J0 G R U0 Pl Y sil
1981-20120706-vmc/wav/ru_0077,лось жадно вглядывался в эту сеть линий sil вот они sil сводящие с ума астрономов sil постоянно меняющиеся sil геометрически правильные sil непостигаемые каналы марса sil,sil L O0 Z0 ZH A0 D N A V G L0 A0 D Y V A L S0 A V E0 T U S0 E0 T0 L0 I0 N0 I J0 sil V O0 T A N0 I0 sil S V A D0 A0 SH0 I J0 I S U M Al S T R A N O0 M A F sil P A S T A J0 A0 Nl A M0 I N0 A0 J0 U SH0 I J0 I S0 A sil G0 I A M0 I T R0 I0 TSH0 I S K0 I P R A0 V0 I L0 N Y J0 I sil N0 I P A S0 T0 I G A0 J0 I M Y J0 I K A N A0 L Y M A0 R S A sil
1981-20120706-vmc/wav/ru_0078,лось кинулся к реостатам sil попали алексей иванович sil притягиваемся sil падаем sil,sil L O0 S0 K0 I0 N U L S0 A K R0 I A S T A0 T A M sil P A P A0 L0 I A L0 I K S0 E0 J0 I V A0 N A V0 I TSH0 sil P R0 I T0 A0 G0 I V A J0 I M S0 A sil P A0 D A J0 I M sil
1981-20120706-vmc/wav/ru_0079,казалось sil из чёрной бездны он сам теперь летел на них sil,sil K A Z A0 L A S0 sil I S TSH0 O0 R N A J0 B0 E0 Z N Y O0 N S A0 M T0 I P0 E0 R0 L0 I T0 E0 L N A N0 I0 KH sil
1981-20120706-vmc/wav/ru_0080,аппарат прорезывал облака над тусклой равниной sil и sil ревя и сотрясаясь sil медленно теперь опускался sil садимся sil успел только крикнуть лось и выключил двигатель sil,sil A Pl A R A0 T P R A R0 E0 Z Y V A L A B L A K A0 N A Tl U0 S K L A J0 R A V N0 I0 N A J0 sil I sil R0 I V0 A0 I S A T R0 I S A0 J0 I S0 sil M0 E0 D L0 I Nl A T0 I P0 E0 R0 A P U S K A0 L S0 A sil S A0 D0 I M S0 A sil U S P0 E0 L T O0 L0 K A K R0 I0 K N U T0 L O0 S0 I V Y0 K L0 U TSH0 I L D V0 I0 G A T0 I L0 sil
1981-20120706-vmc/wav/ru_0081,мышь понемногу ожила sil подняла нос sil стала шевелить усами sil умылась sil,sil M Y0 SH P A N0 I M N O0 G U A ZH Y L A0 sil P A D N0 I L A0 N O0 S sil S T A0 L A SH Y V0 I L0 I0 T0 U S A0 M0 I sil U M Y0 L A S0 sil
1981-20120706-vmc/wav/ru_0082,покалывало грудь sil стучала кровь в виски sil но дышалось легко sil воздух был тонок и сух sil,sil P A K A0 L Y V A L A G R U0 T0 sil S T U TSH0 A0 L A K R O0 F0 V0l I S K0 I0 sil N O0 D Y SH A0 L A S0 L0 I KH K O0 sil V O0 Z D U GH B Y0 L T O0 N A K Y S U0 KH sil
1981-20120706-zfp/wav/ru_0084,идти было необычайно легко sil хотя ноги sil и вязли по щиколотку в рассыпающей почве sil,sil I T0l I0 B Y0 L A N0 I A B Y TSH0 A0 J0 N A L0 I KH K O0 sil KH A T0 A0 N O0 G0 I sil I V0 A0 Z L0 I P A SH0 I0 K A L A T K U V R A Sl Y P A0 J0 U SH0 I J0 P O0 TSH0 V0 I sil
1981-20120706-zfp/wav/ru_0085,из-под ног выбегали животные похожие на каменных ящериц sil ярко оранжевые sil с зубчатым хребтом sil,sil I S P A D N O0 K V Y0 B0 I G A L0 I ZH Y V O0 T N Y J0 I P A KH O0 ZH Y J0 I N A K A0 M0 I Nl Y KH J0 A0 SH0 I R0 I TS sil J0 A0 R K Al R A0 N ZH Y V Y J0 I sil Zl U P TSH0 A0 T Y M KH R0 I P T O0 M sil
1981-20120706-zfp/wav/ru_0086,несколько раз в гуще лапчатой заросли sil скользили sil кидались в сторону sil какие-то щетинистые клубки sil,sil N0 E0 S K A L0 K A R A0 S V G U0 SH0 I L A0 P TSH0 I T A J0 Z A0 R A S L0 I sil S K A L0 Z0 I0 L0 I sil K0 I D A0 L0 I S0 F S T O0 R A N U sil K A K0 I0 J0 I T A SH0 I T0 I0 N0 I S T Y J0 I K L U P K0 I0 sil
1981-20120706-zfp/wav/ru_0087,отсюда была видна холмистая равнина того же апельсинового sil но более тусклого цвета sil,sil A TS U0 D A B Y L A0 V0 I0 D N A KH A L M0 I0 S T A J0 A R A V N0 I0 N A T A V O0 ZH Y A P0 I L0 S0 I0 N A V A V A sil N O0 B O0 L0 I J0 I T U0 S K L A V A TS V0 E0 T A sil
1981-20120706-zfp/wav/ru_0088,привычной хваткой расстегнул кобуру sil вытащил револьвер sil эй sil закричал он sil кто там у аппарат sil так вашу эдак sil,sil P R0 I V Y0 TSH0 N A J0 KH V A0 T K A J0 R A S0l T0 I G N U0 L K A B U R U0 sil V Y0 T A SH0 I L R0 I V A L0 V0 E0 R sil E0 J0 sil Z A K R0 I TSH0 A0 L O0 N sil K T O0 T A0 M U A Pl A R A0 T sil T A0 K V A0 SH U E0 D A K sil
1981-20120706-zfp/wav/ru_0089,от берега до ближайшей кущи деревьев лось и гусев шли по горелому sil бурому праху sil перепрыгивали через обсыпавшиеся sil неширокие каналы sil огибали высохшие прудики sil,sil A D B0 E0 R0 I G A D A B L0 I ZH A0 J0 SH Y J0 K U0 SH0 I D0 I R0 E0 V0 J0 I F L O0 S0 I G U0 S0 I F SH L0 I0 P A G A R0 E0 L A M U sil B U0 R A M U P R A0 KH U sil P0 I R0 I P R Y0 G0 I V A L0 I TSH0 I R0 I Z A P S Y0 P A F SH Y J0 I S0 A sil N0 I SH Y R O0 K0 I J0 I K A N A0 L Y sil A G0 I B A0 L0 I V Y0 S A KH SH Y J0 I P R U0 D0 I K0 I sil
1981-20120706-zfp/wav/ru_0093,гусев нагнулся sil и пхнул ногой sil из-под праха покатился проломанный человеческий череп sil в зубах его блеснуло золото sil,sil G U0 S0 I F N A G N U0 L S0 A sil I P KH N U0 L N A G O0 J0 sil I S P A T P R A0 KH A P A K A T0 I0 L S0 A P R A L O0 M A Nl Y J0 TSH0 I L A V0 E0 TSH0 I S K0 I J0 TSH0 E0 R0 I P sil V Z U B A0 KH J0 I V O0 B L0 I S N U0 L A Z O0 L A T A sil
1981-20120706-zfp/wav/ru_0094,сейчас же второй паук побежал из-за дома к деревьям sil поднимая коричневую пыльцу sil и ткнулся в колючую сеть sil стал биться в ней sil вытягивая ноги sil,sil S0 I J0 TSH0 A0 Z ZH Y F T O0 R A J0 P A U0 K P A B0 I ZH A0 L Y Zl A D A M A0 G D0 I R0 E0 V0 J0 I M sil P A D N0 I M A0 J0 A K A R0 I0 TSH0 N0 I V U J0 U P Y L0 TS U0 sil I T K N U0 L S0 A F K A L0 U0 TSH0 U J0 U S0 E0 T0 sil S T A0 L B0 I0 TS A V N0 E0 J0 sil V Y T0 A0 G0 I V A J0 A N O0 G0 I sil
1981-20120706-zfp/wav/ru_0095,в гладких стенах sil узкие как щели sil глубокие отверстия окон sil,sil V G L A0 T K0 I KH S0 T0 I N A0 KH sil U0 S K0 I J0 I K A0 K SH0 E0 L0 I sil G L U B O0 K0 I J0 I A T V0 E0 R S0 T0 I J0 A O0 K A N sil
1981-20120706-zfp/wav/ru_0099,они минули тёмный вестибюль sil и вошли в многоугольную высокую залу sil,sil A N0 I0 M0 I N U0 L0 I T0 O0 M N Y J0 V0 I S0 T0 I B0 U0 L0 sil I V A SH L0 I0 V M N A G A U G O0 L0 N U J0 U V Y S O0 K U J0 U Z A0 L U sil
4ertus2-20101217-zoo/wav/ru_0084,идти было необычайно легко sil хотя ноги sil и вязли по щиколотку в рассыпающей почве sil,sil I T0l I0 B Y0 L A N0 I A B Y TSH0 A0 J0 N A L0 I KH K O0 sil KH A T0 A0 N O0 G0 I sil I V0 A0 Z L0 I P A SH0 I0 K A L A T K U V R A Sl Y P A0 J0 U SH0 I J0 P O0 TSH0 V0 I sil
4ertus2-20101217-zoo/wav/ru_0085,из-под ног выбегали животные похожие на каменных ящериц sil ярко оранжевые sil с зубчатым хребтом sil,sil I S P A D N O0 K V Y0 B0 I G A L0 I ZH Y V O0 T N Y J0 I P A KH O0 ZH Y J0 I N A K A0 M0 I Nl Y KH J0 A0 SH0 I R0 I TS sil J0 A0 R K Al R A0 N ZH Y V Y J0 I sil Zl U P TSH0 A0 T Y M KH R0 I P T O0 M sil
4ertus2-20101217-zoo/wav/ru_0086,несколько раз в гуще лапчатой заросли sil скользили sil кидались в сторону sil какие-то щетинистые клубки sil,sil N0 E0 S K A L0 K A R A0 S V G U0 SH0 I L A0 P TSH0 I T A J0 Z A0 R A S L0 I sil S K A L0 Z0 I0 L0 I sil K0 I D A0 L0 I S0 F S T O0 R A N U sil K A K0 I0 J0 I T A SH0 I T0 I0 N0 I S T Y J0 I K L U P K0 I0 sil
4ertus2-20101217-zoo/wav/ru_0087,отсюда была видна холмистая равнина того же апельсинового sil но более тусклого цвета sil,sil A TS U0 D A B Y L A0 V0 I0 D N A KH A L M0 I0 S T A J0 A R A V N0 I0 N A T A V O0 ZH Y A P0 I L0 S0 I0 N A V A V A sil N O0 B O0 L0 I J0 I T U0 S K L A V A TS V0 E0 T A sil
4ertus2-20101217-zoo/wav/ru_0088,привычной хваткой расстегнул кобуру sil вытащил револьвер sil эй sil закричал он sil кто там у аппарат sil так вашу эдак sil,sil P R0 I V Y0 TSH0 N A J0 KH V A0 T K A J0 R A S0l T0 I G N U0 L K A B U R U0 sil V Y0 T A SH0 I L R0 I V A L0 V0 E0 R sil E0 J0 sil Z A K R0 I TSH0 A0 L O0 N sil K T O0 T A0 M U A Pl A R A0 T sil T A0 K V A0 SH U E0 D A K sil
4ertus2-20101217-zoo/wav/ru_0089,от берега до ближайшей кущи деревьев лось и гусев шли по горелому sil бурому праху sil перепрыгивали через обсыпавшиеся sil неширокие каналы sil огибали высохшие прудики sil,sil A D B0 E0 R0 I G A D A B L0 I ZH A0 J0 SH Y J0 K U0 SH0 I D0 I R0 E0 V0 J0 I F L O0 S0 I G U0 S0 I F SH L0 I0 P A G A R0 E0 L A M U sil B U0 R A M U P R A0 KH U sil P0 I R0 I P R Y0 G0 I V A L0 I TSH0 I R0 I Z A P S Y0 P A F SH Y J0 I S0 A sil N0 I SH Y R O0 K0 I J0 I K A N A0 L Y sil A G0 I B A0 L0 I V Y0 S A KH SH Y J0 I P R U0 D0 I K0 I sil
4ertus2-20101217-zoo/wav/ru_0093,гусев нагнулся sil и пхнул ногой sil из-под праха покатился проломанный человеческий череп sil в зубах его блеснуло золото sil,sil G U0 S0 I F N A G N U0 L S0 A sil I P KH N U0 L N A G O0 J0 sil I S P A T P R A0 KH A P A K A T0 I0 L S0 A P R A L O0 M A Nl Y J0 TSH0 I L A V0 E0 TSH0 I S K0 I J0 TSH0 E0 R0 I P sil V Z U B A0 KH J0 I V O0 B L0 I S N U0 L A Z O0 L A T A sil
4ertus2-20101217-zoo/wav/ru_0094,сейчас же второй паук побежал из-за дома к деревьям sil поднимая коричневую пыльцу sil и ткнулся в колючую сеть sil стал биться в ней sil вытягивая ноги sil,sil S0 I J0 TSH0 A0 Z ZH Y F T O0 R A J0 P A U0 K P A B0 I ZH A0 L Y Zl A D A M A0 G D0 I R0 E0 V0 J0 I M sil P A D N0 I M A0 J0 A K A R0 I0 TSH0 N0 I V U J0 U P Y L0 TS U0 sil I T K N U0 L S0 A F K A L0 U0 TSH0 U J0 U S0 E0 T0 sil S T A0 L B0 I0 TS A V N0 E0 J0 sil V Y T0 A0 G0 I V A J0 A N O0 G0 I sil
4ertus2-20101217-zoo/wav/ru_0095,в гладких стенах sil узкие как щели sil глубокие отверстия окон sil,sil V G L A0 T K0 I KH S0 T0 I N A0 KH sil U0 S K0 I J0 I K A0 K SH0 E0 L0 I sil G L U B O0 K0 I J0 I A T V0 E0 R S0 T0 I J0 A O0 K A N sil
4ertus2-20101217-zoo/wav/ru_0099,они минули тёмный вестибюль sil и вошли в многоугольную высокую залу sil,sil A N0 I0 M0 I N U0 L0 I T0 O0 M N Y J0 V0 I S0 T0 I B0 U0 L0 sil I V A SH L0 I0 V M N A G A U G O0 L0 N U J0 U V Y S O0 K U J0 U Z A0 L U sil
